x,y,action_density
5.656565656565656575e+00,2.323232323232323093e+00,9.466701308839060403e+01
5.757575757575757791e+00,2.323232323232323093e+00,9.820216229057618307e+01
5.858585858585858119e+00,2.323232323232323093e+00,1.022140221115792258e+02
5.959595959595959336e+00,2.323232323232323093e+00,1.066416797436839801e+02
6.060606060606060552e+00,2.323232323232323093e+00,1.113949117153056818e+02
6.161616161616161769e+00,2.323232323232323093e+00,1.163534186873364575e+02
6.262626262626262097e+00,2.323232323232323093e+00,1.213689030030460287e+02
6.363636363636363313e+00,2.323232323232323093e+00,1.262701789912551504e+02
6.464646464646464530e+00,2.323232323232323093e+00,1.308711814839628289e+02
6.565656565656565746e+00,2.323232323232323093e+00,1.349813879458263273e+02
6.666666666666666963e+00,2.323232323232323093e+00,1.384178402522044564e+02
6.767676767676767291e+00,2.323232323232323093e+00,1.410176930978736038e+02
6.868686868686868507e+00,2.323232323232323093e+00,1.426500716266922666e+02
6.969696969696969724e+00,2.323232323232323093e+00,1.432260216354522413e+02
7.070707070707070940e+00,2.323232323232323093e+00,1.424329284467940226e+02
7.171717171717171269e+00,2.323232323232323093e+00,1.395082853368453755e+02
7.272727272727272485e+00,2.323232323232323093e+00,1.345274987269334019e+02
7.373737373737373701e+00,2.323232323232323093e+00,1.277093085104467605e+02
7.474747474747474918e+00,2.323232323232323093e+00,1.193489609945634555e+02
7.575757575757575246e+00,2.323232323232323093e+00,1.097963249712738900e+02
7.676767676767676463e+00,2.323232323232323093e+00,9.943107119663025628e+01
7.777777777777777679e+00,2.323232323232323093e+00,8.863736243353044131e+01
7.878787878787878896e+00,2.323232323232323093e+00,7.778037828445226864e+01
7.979797979797979224e+00,2.323232323232323093e+00,6.718660732284854475e+01
8.080808080808081328e+00,2.323232323232323093e+00,5.712925407478594764e+01
8.181818181818181657e+00,2.323232323232323093e+00,4.781942727420517514e+01
8.282828282828281985e+00,2.323232323232323093e+00,3.940309928173851262e+01
8.383838383838384090e+00,2.323232323232323093e+00,3.196324251573543052e+01
8.484848484848484418e+00,2.323232323232323093e+00,2.552611989221383482e+01
8.585858585858586522e+00,2.323232323232323093e+00,2.007046377412448379e+01
8.686868686868686851e+00,2.323232323232323093e+00,1.553822142358306913e+01
8.787878787878787179e+00,2.323232323232323093e+00,1.184564788711135641e+01
8.888888888888889284e+00,2.323232323232323093e+00,8.893745726621560266e+00
8.989898989898989612e+00,2.323232323232323093e+00,6.577333869939662847e+00
9.090909090909089940e+00,2.323232323232323093e+00,4.792325927893058335e+00
9.191919191919192045e+00,2.323232323232323093e+00,3.441071421448986367e+00
9.292929292929292373e+00,2.323232323232323093e+00,2.435834212888478234e+00
9.393939393939394478e+00,2.323232323232323093e+00,1.700637603939856524e+00
9.494949494949494806e+00,2.323232323232323093e+00,1.171793908327989575e+00
9.595959595959595134e+00,2.323232323232323093e+00,7.974658713392850373e-01
9.696969696969697239e+00,2.323232323232323093e+00,5.365916084653098439e-01
9.797979797979797567e+00,2.323232323232323093e+00,3.574592233685620069e-01
9.898989898989899672e+00,2.323232323232323093e+00,2.361565437657049127e-01
1.000000000000000000e+01,2.323232323232323093e+00,1.550574219470128856e-01
0.000000000000000000e+00,2.424242424242424310e+00,1.718349710658605145e-01
1.010101010101010083e-01,2.424242424242424310e+00,2.615259289694512046e-01
2.020202020202020166e-01,2.424242424242424310e+00,3.956339291285371207e-01
3.030303030303030387e-01,2.424242424242424310e+00,5.936231876941115981e-01
4.040404040404040331e-01,2.424242424242424310e+00,8.818979989595817637e-01
5.050505050505050830e-01,2.424242424242424310e+00,1.295473771928589590e+00
6.060606060606060774e-01,2.424242424242424310e+00,1.879688421389216435e+00
7.070707070707070718e-01,2.424242424242424310e+00,2.691775889698267754e+00
8.080808080808080662e-01,2.424242424242424310e+00,3.802052934891032354e+00
9.090909090909090606e-01,2.424242424242424310e+00,5.294403290196271428e+00
1.010101010101010166e+00,2.424242424242424310e+00,7.265693059616877392e+00
1.111111111111111160e+00,2.424242424242424310e+00,9.823733882392648553e+00
1.212121212121212155e+00,2.424242424242424310e+00,1.308344303592000379e+01
1.313131313131313149e+00,2.424242424242424310e+00,1.716094716976698109e+01
1.414141414141414144e+00,2.424242424242424310e+00,2.216554765365643931e+01
1.515151515151515138e+00,2.424242424242424310e+00,2.818970931814407876e+01
1.616161616161616132e+00,2.424242424242424310e+00,3.529753583675895356e+01
1.717171717171717127e+00,2.424242424242424310e+00,4.351252404037036570e+01
1.818181818181818121e+00,2.424242424242424310e+00,5.280570170425760068e+01
1.919191919191919116e+00,2.424242424242424310e+00,6.308549453157925058e+01
2.020202020202020332e+00,2.424242424242424310e+00,7.419078168978319354e+01
2.121212121212121104e+00,2.424242424242424310e+00,8.588853688155214172e+01
2.222222222222222321e+00,2.424242424242424310e+00,9.787718424463669464e+01
2.323232323232323093e+00,2.424242424242424310e+00,1.097963249712738474e+02
2.424242424242424310e+00,2.424242424242424310e+00,1.212428458218655294e+02
2.525252525252525082e+00,2.424242424242424310e+00,1.317926738900262080e+02
2.626262626262626299e+00,2.424242424242424310e+00,1.410266900860817714e+02
2.727272727272727071e+00,2.424242424242424310e+00,1.485586680780807569e+02
2.828282828282828287e+00,2.424242424242424310e+00,1.540626730162006481e+02
2.929292929292929060e+00,2.424242424242424310e+00,1.572972186663502896e+02
3.030303030303030276e+00,2.424242424242424310e+00,1.581790370079786214e+02
3.131313131313131048e+00,2.424242424242424310e+00,1.575498189696791655e+02
3.232323232323232265e+00,2.424242424242424310e+00,1.557546167654446663e+02
3.333333333333333481e+00,2.424242424242424310e+00,1.528915792679967467e+02
3.434343434343434254e+00,2.424242424242424310e+00,1.491051252013885460e+02
3.535353535353535470e+00,2.424242424242424310e+00,1.445749597062740008e+02
3.636363636363636243e+00,2.424242424242424310e+00,1.395029854822305424e+02
3.737373737373737459e+00,2.424242424242424310e+00,1.340994515470455610e+02
3.838383838383838231e+00,2.424242424242424310e+00,1.285696834893298046e+02
3.939393939393939448e+00,2.424242424242424310e+00,1.231025796921278896e+02
4.040404040404040664e+00,2.424242424242424310e+00,1.178617720315115065e+02
4.141414141414140992e+00,2.424242424242424310e+00,1.129799859706806444e+02
4.242424242424242209e+00,2.424242424242424310e+00,1.085567485334390767e+02
4.343434343434343425e+00,2.424242424242424310e+00,1.046592343823515847e+02
4.444444444444444642e+00,2.424242424242424310e+00,1.013257497867677159e+02
4.545454545454544970e+00,2.424242424242424310e+00,9.857115535321509014e+01
4.646464646464646187e+00,2.424242424242424310e+00,9.639342784674454379e+01
4.747474747474747403e+00,2.424242424242424310e+00,9.478055156821021399e+01
4.848484848484848619e+00,2.424242424242424310e+00,9.371699299230640179e+01
4.949494949494949836e+00,2.424242424242424310e+00,9.318912686852893046e+01
5.050505050505050164e+00,2.424242424242424310e+00,9.318912686852891625e+01
5.151515151515151381e+00,2.424242424242424310e+00,9.371699299230640179e+01
5.252525252525252597e+00,2.424242424242424310e+00,9.478055156821021399e+01
5.353535353535353813e+00,2.424242424242424310e+00,9.639342784674454379e+01
5.454545454545454142e+00,2.424242424242424310e+00,9.857115535321506172e+01
5.555555555555555358e+00,2.424242424242424310e+00,1.013257497867677159e+02
5.656565656565656575e+00,2.424242424242424310e+00,1.046592343823515847e+02
5.757575757575757791e+00,2.424242424242424310e+00,1.085567485334390767e+02
5.858585858585858119e+00,2.424242424242424310e+00,1.129799859706806160e+02
5.959595959595959336e+00,2.424242424242424310e+00,1.178617720315115207e+02
6.060606060606060552e+00,2.424242424242424310e+00,1.231025796921278896e+02
6.161616161616161769e+00,2.424242424242424310e+00,1.285696834893298046e+02
6.262626262626262097e+00,2.424242424242424310e+00,1.340994515470455326e+02
6.363636363636363313e+00,2.424242424242424310e+00,1.395029854822305140e+02
6.464646464646464530e+00,2.424242424242424310e+00,1.445749597062740008e+02
6.565656565656565746e+00,2.424242424242424310e+00,1.491051252013885460e+02
6.666666666666666963e+00,2.424242424242424310e+00,1.528915792679967467e+02
6.767676767676767291e+00,2.424242424242424310e+00,1.557546167654446663e+02
6.868686868686868507e+00,2.424242424242424310e+00,1.575498189696791655e+02
6.969696969696969724e+00,2.424242424242424310e+00,1.581790370079786214e+02
7.070707070707070940e+00,2.424242424242424310e+00,1.572972186663502896e+02
7.171717171717171269e+00,2.424242424242424310e+00,1.540626730162006766e+02
7.272727272727272485e+00,2.424242424242424310e+00,1.485586680780807853e+02
7.373737373737373701e+00,2.424242424242424310e+00,1.410266900860817714e+02
7.474747474747474918e+00,2.424242424242424310e+00,1.317926738900262080e+02
7.575757575757575246e+00,2.424242424242424310e+00,1.212428458218655862e+02
7.676767676767676463e+00,2.424242424242424310e+00,1.097963249712738900e+02
7.777777777777777679e+00,2.424242424242424310e+00,9.787718424463669464e+01
7.878787878787878896e+00,2.424242424242424310e+00,8.588853688155214172e+01
7.979797979797979224e+00,2.424242424242424310e+00,7.419078168978323617e+01
8.080808080808081328e+00,2.424242424242424310e+00,6.308549453157917952e+01
8.181818181818181657e+00,2.424242424242424310e+00,5.280570170425762200e+01
8.282828282828281985e+00,2.424242424242424310e+00,4.351252404037043675e+01
8.383838383838384090e+00,2.424242424242424310e+00,3.529753583675893225e+01
8.484848484848484418e+00,2.424242424242424310e+00,2.818970931814410719e+01
8.585858585858586522e+00,2.424242424242424310e+00,2.216554765365640023e+01
8.686868686868686851e+00,2.424242424242424310e+00,1.716094716976698464e+01
8.787878787878787179e+00,2.424242424242424310e+00,1.308344303592002333e+01
8.888888888888889284e+00,2.424242424242424310e+00,9.823733882392630790e+00
8.989898989898989612e+00,2.424242424242424310e+00,7.265693059616884497e+00
9.090909090909089940e+00,2.424242424242424310e+00,5.294403290196285639e+00
9.191919191919192045e+00,2.424242424242424310e+00,3.802052934891032354e+00
9.292929292929292373e+00,2.424242424242424310e+00,2.691775889698274860e+00
9.393939393939394478e+00,2.424242424242424310e+00,1.879688421389213548e+00
9.494949494949494806e+00,2.424242424242424310e+00,1.295473771928589590e+00
9.595959595959595134e+00,2.424242424242424310e+00,8.818979989595848723e-01
9.696969696969697239e+00,2.424242424242424310e+00,5.936231876941105989e-01
9.797979797979797567e+00,2.424242424242424310e+00,3.956339291285383419e-01
9.898989898989899672e+00,2.424242424242424310e+00,2.615259289694503719e-01
1.000000000000000000e+01,2.424242424242424310e+00,1.718349710658605145e-01
0.000000000000000000e+00,2.525252525252525082e+00,1.878769965937407416e-01
1.010101010101010083e-01,2.525252525252525082e+00,2.856162578097249383e-01
2.020202020202020166e-01,2.525252525252525082e+00,4.316769234738638272e-01
3.030303030303030387e-01,2.525252525252525082e+00,6.472177625284197822e-01
4.040404040404040331e-01,2.525252525252525082e+00,9.609392299229437828e-01
5.050505050505050830e-01,2.525252525252525082e+00,1.410899071089112056e+00
6.060606060606060774e-01,2.525252525252525082e+00,2.046371753038796815e+00
7.070707070707070718e-01,2.525252525252525082e+00,2.929558086628727409e+00
8.080808080808080662e-01,2.525252525252525082e+00,4.136874657426887758e+00
9.090909090909090606e-01,2.525252525252525082e+00,5.759479857720209317e+00
1.010101010101010166e+00,2.525252525252525082e+00,7.902638728836248738e+00
1.111111111111111160e+00,2.525252525252525082e+00,1.068350999280319513e+01
1.212121212121212155e+00,2.525252525252525082e+00,1.422697411008369883e+01
1.313131313131313149e+00,2.525252525252525082e+00,1.865922715283655720e+01
1.414141414141414144e+00,2.525252525252525082e+00,2.409905137940858211e+01
1.515151515151515138e+00,2.525252525252525082e+00,3.064693826499450324e+01
1.616161616161616132e+00,2.525252525252525082e+00,3.837256727230101916e+01
1.717171717171717127e+00,2.525252525252525082e+00,4.730150113057192840e+01
1.818181818181818121e+00,2.525252525252525082e+00,5.740229763269208263e+01
1.919191919191919116e+00,2.525252525252525082e+00,6.857549999296655585e+01
2.020202020202020332e+00,2.525252525252525082e+00,8.064609126654703175e+01
2.121212121212121104e+00,2.525252525252525082e+00,9.336093056951798985e+01
2.222222222222222321e+00,2.525252525252525082e+00,1.063923980188498177e+02
2.323232323232323093e+00,2.525252525252525082e+00,1.193489609945634697e+02
2.424242424242424310e+00,2.525252525252525082e+00,1.317926738900261796e+02
2.525252525252525082e+00,2.525252525252525082e+00,1.432628121530210876e+02
2.626262626262626299e+00,2.525252525252525082e+00,1.533040245454642729e+02
2.727272727272727071e+00,2.525252525252525082e+00,1.614966860119493788e+02
2.828282828282828287e+00,2.525252525252525082e+00,1.674866637608343183e+02
2.929292929292929060e+00,2.525252525252525082e+00,1.710115617327622033e+02
3.030303030303030276e+00,2.525252525252525082e+00,1.719808658783987312e+02
3.131313131313131048e+00,2.525252525252525082e+00,1.713089563308998891e+02
3.232323232323232265e+00,2.525252525252525082e+00,1.693706369223550325e+02
3.333333333333333481e+00,2.525252525252525082e+00,1.662724562373438175e+02
3.434343434343434254e+00,2.525252525252525082e+00,1.621712212388341356e+02
3.535353535353535470e+00,2.525252525252525082e+00,1.572620654189245215e+02
3.636363636363636243e+00,2.525252525252525082e+00,1.517642298494784825e+02
3.737373737373737459e+00,2.525252525252525082e+00,1.459060162437476151e+02
3.838383838383838231e+00,2.525252525252525082e+00,1.399103720385398333e+02
3.939393939393939448e+00,2.525252525252525082e+00,1.339823943203219585e+02
4.040404040404040664e+00,2.525252525252525082e+00,1.282997287177751389e+02
4.141414141414140992e+00,2.525252525252525082e+00,1.230064443656061854e+02
4.242424242424242209e+00,2.525252525252525082e+00,1.182105461996209925e+02
4.343434343434343425e+00,2.525252525252525082e+00,1.139848966136395916e+02
4.444444444444444642e+00,2.525252525252525082e+00,1.103710029616633932e+02
4.545454545454544970e+00,2.525252525252525082e+00,1.073849112822617258e+02
4.646464646464646187e+00,2.525252525252525082e+00,1.050243373892091938e+02
4.747474747474747403e+00,2.525252525252525082e+00,1.032761557600271090e+02
4.848484848484848619e+00,2.525252525252525082e+00,1.021234353660870369e+02
4.949494949494949836e+00,2.525252525252525082e+00,1.015513359899852475e+02
5.050505050505050164e+00,2.525252525252525082e+00,1.015513359899852475e+02
5.151515151515151381e+00,2.525252525252525082e+00,1.021234353660870369e+02
5.252525252525252597e+00,2.525252525252525082e+00,1.032761557600271090e+02
5.353535353535353813e+00,2.525252525252525082e+00,1.050243373892091938e+02
5.454545454545454142e+00,2.525252525252525082e+00,1.073849112822616974e+02
5.555555555555555358e+00,2.525252525252525082e+00,1.103710029616633790e+02
5.656565656565656575e+00,2.525252525252525082e+00,1.139848966136395916e+02
5.757575757575757791e+00,2.525252525252525082e+00,1.182105461996209925e+02
5.858585858585858119e+00,2.525252525252525082e+00,1.230064443656061428e+02
5.959595959595959336e+00,2.525252525252525082e+00,1.282997287177751389e+02
6.060606060606060552e+00,2.525252525252525082e+00,1.339823943203219585e+02
6.161616161616161769e+00,2.525252525252525082e+00,1.399103720385398333e+02
6.262626262626262097e+00,2.525252525252525082e+00,1.459060162437475867e+02
6.363636363636363313e+00,2.525252525252525082e+00,1.517642298494784825e+02
6.464646464646464530e+00,2.525252525252525082e+00,1.572620654189245215e+02
6.565656565656565746e+00,2.525252525252525082e+00,1.621712212388341356e+02
6.666666666666666963e+00,2.525252525252525082e+00,1.662724562373437891e+02
6.767676767676767291e+00,2.525252525252525082e+00,1.693706369223550325e+02
6.868686868686868507e+00,2.525252525252525082e+00,1.713089563308998891e+02
6.969696969696969724e+00,2.525252525252525082e+00,1.719808658783987312e+02
7.070707070707070940e+00,2.525252525252525082e+00,1.710115617327621749e+02
7.171717171717171269e+00,2.525252525252525082e+00,1.674866637608343467e+02
7.272727272727272485e+00,2.525252525252525082e+00,1.614966860119494072e+02
7.373737373737373701e+00,2.525252525252525082e+00,1.533040245454642729e+02
7.474747474747474918e+00,2.525252525252525082e+00,1.432628121530210876e+02
7.575757575757575246e+00,2.525252525252525082e+00,1.317926738900262649e+02
7.676767676767676463e+00,2.525252525252525082e+00,1.193489609945634982e+02
7.777777777777777679e+00,2.525252525252525082e+00,1.063923980188498177e+02
7.878787878787878896e+00,2.525252525252525082e+00,9.336093056951798985e+01
7.979797979797979224e+00,2.525252525252525082e+00,8.064609126654708859e+01
8.080808080808081328e+00,2.525252525252525082e+00,6.857549999296651322e+01
8.181818181818181657e+00,2.525252525252525082e+00,5.740229763269212526e+01
8.282828282828281985e+00,2.525252525252525082e+00,4.730150113057201366e+01
8.383838383838384090e+00,2.525252525252525082e+00,3.837256727230099074e+01
8.484848484848484418e+00,2.525252525252525082e+00,3.064693826499453877e+01
8.585858585858586522e+00,2.525252525252525082e+00,2.409905137940853947e+01
8.686868686868686851e+00,2.525252525252525082e+00,1.865922715283655720e+01
8.787878787878787179e+00,2.525252525252525082e+00,1.422697411008372370e+01
8.888888888888889284e+00,2.525252525252525082e+00,1.068350999280317914e+01
8.989898989898989612e+00,2.525252525252525082e+00,7.902638728836254955e+00
9.090909090909089940e+00,2.525252525252525082e+00,5.759479857720224416e+00
9.191919191919192045e+00,2.525252525252525082e+00,4.136874657426887758e+00
9.292929292929292373e+00,2.525252525252525082e+00,2.929558086628735403e+00
9.393939393939394478e+00,2.525252525252525082e+00,2.046371753038793262e+00
9.494949494949494806e+00,2.525252525252525082e+00,1.410899071089111834e+00
9.595959595959595134e+00,2.525252525252525082e+00,9.609392299229470025e-01
9.696969696969697239e+00,2.525252525252525082e+00,6.472177625284187830e-01
9.797979797979797567e+00,2.525252525252525082e+00,4.316769234738648264e-01
9.898989898989899672e+00,2.525252525252525082e+00,2.856162578097237725e-01
1.000000000000000000e+01,2.525252525252525082e+00,1.878769965937407416e-01
0.000000000000000000e+00,2.626262626262626299e+00,2.027005347258472034e-01
1.010101010101010083e-01,2.626262626262626299e+00,3.076593692010000103e-01
2.020202020202020166e-01,2.626262626262626299e+00,4.643853244884385001e-01
3.030303030303030387e-01,2.626262626262626299e+00,6.955210126512610946e-01
4.040404040404040331e-01,2.626262626262626299e+00,1.031775671164824049e+00
5.050505050505050830e-01,2.626262626262626299e+00,1.513866704444003064e+00
6.060606060606060774e-01,2.626262626262626299e+00,2.194508062854519270e+00
7.070707070707070718e-01,2.626262626262626299e+00,3.140238403414519652e+00
8.080808080808080662e-01,2.626262626262626299e+00,4.432799913246497248e+00
9.090909090909090606e-01,2.626262626262626299e+00,6.169700807721616442e+00
1.010101010101010166e+00,2.626262626262626299e+00,8.463536151172386113e+00
1.111111111111111160e+00,2.626262626262626299e+00,1.143962151351131062e+01
1.212121212121212155e+00,2.626262626262626299e+00,1.523153188935039282e+01
1.313131313131313149e+00,2.626262626262626299e+00,1.997425159686147822e+01
1.414141414141414144e+00,2.626262626262626299e+00,2.579483985842343330e+01
1.515151515151515138e+00,2.626262626262626299e+00,3.280079997868769226e+01
1.616161616161616132e+00,2.626262626262626299e+00,4.106669024893651709e+01
1.717171717171717127e+00,2.626262626262626299e+00,5.061989695072841755e+01
1.818181818181818121e+00,2.626262626262626299e+00,6.142685257025478762e+01
1.919191919191919116e+00,2.626262626262626299e+00,7.338126251883298323e+01
2.020202020202020332e+00,2.626262626262626299e+00,8.629603566880673782e+01
2.121212121212121104e+00,2.626262626262626299e+00,9.990054156609589597e+01
2.222222222222222321e+00,2.626262626262626299e+00,1.138445062282712854e+02
2.323232323232323093e+00,2.626262626262626299e+00,1.277093085104467463e+02
2.424242424242424310e+00,2.626262626262626299e+00,1.410266900860817998e+02
2.525252525252525082e+00,2.626262626262626299e+00,1.533040245454642445e+02
2.626262626262626299e+00,2.626262626262626299e+00,1.640544176762424797e+02
2.727272727272727071e+00,2.626262626262626299e+00,1.728291608748971839e+02
2.828282828282828287e+00,2.626262626262626299e+00,1.792495573210131283e+02
2.929292929292929060e+00,2.626262626262626299e+00,1.830349829082533120e+02
3.030303030303030276e+00,2.626262626262626299e+00,1.840885809203219026e+02
3.131313131313131048e+00,2.626262626262626299e+00,1.833879601041729188e+02
3.232323232323232265e+00,2.626262626262626299e+00,1.813337694119451839e+02
3.333333333333333481e+00,2.626262626262626299e+00,1.780398085679745179e+02
3.434343434343434254e+00,2.626262626262626299e+00,1.736735997509870515e+02
3.535353535353535470e+00,2.626262626262626299e+00,1.684436308585925985e+02
3.636363636363636243e+00,2.626262626262626299e+00,1.625841537479504666e+02
3.737373737373737459e+00,2.626262626262626299e+00,1.563390975895007955e+02
3.838383838383838231e+00,2.626262626262626299e+00,1.499466584156545537e+02
3.939393939393939448e+00,2.626262626262626299e+00,1.436259407514967563e+02
4.040404040404040664e+00,2.626262626262626299e+00,1.375666949829227406e+02
4.141414141414140992e+00,2.626262626262626299e+00,1.319227717316787505e+02
4.242424242424242209e+00,2.626262626262626299e+00,1.268094655765781198e+02
4.343434343434343425e+00,2.626262626262626299e+00,1.223045042681309269e+02
4.444444444444444642e+00,2.626262626262626299e+00,1.184521021797115168e+02
4.545454545454544970e+00,2.626262626262626299e+00,1.152692656647899412e+02
4.646464646464646187e+00,2.626262626262626299e+00,1.127534211943887783e+02
4.747474747474747403e+00,2.626262626262626299e+00,1.108904257004490859e+02
4.848484848484848619e+00,2.626262626262626299e+00,1.096620920304949891e+02
4.949494949494949836e+00,2.626262626262626299e+00,1.090524954486358524e+02
5.050505050505050164e+00,2.626262626262626299e+00,1.090524954486358524e+02
5.151515151515151381e+00,2.626262626262626299e+00,1.096620920304949891e+02
5.252525252525252597e+00,2.626262626262626299e+00,1.108904257004490859e+02
5.353535353535353813e+00,2.626262626262626299e+00,1.127534211943887783e+02
5.454545454545454142e+00,2.626262626262626299e+00,1.152692656647899128e+02
5.555555555555555358e+00,2.626262626262626299e+00,1.184521021797115168e+02
5.656565656565656575e+00,2.626262626262626299e+00,1.223045042681309269e+02
5.757575757575757791e+00,2.626262626262626299e+00,1.268094655765781198e+02
5.858585858585858119e+00,2.626262626262626299e+00,1.319227717316786936e+02
5.959595959595959336e+00,2.626262626262626299e+00,1.375666949829227121e+02
6.060606060606060552e+00,2.626262626262626299e+00,1.436259407514967847e+02
6.161616161616161769e+00,2.626262626262626299e+00,1.499466584156545537e+02
6.262626262626262097e+00,2.626262626262626299e+00,1.563390975895007386e+02
6.363636363636363313e+00,2.626262626262626299e+00,1.625841537479504382e+02
6.464646464646464530e+00,2.626262626262626299e+00,1.684436308585925701e+02
6.565656565656565746e+00,2.626262626262626299e+00,1.736735997509870515e+02
6.666666666666666963e+00,2.626262626262626299e+00,1.780398085679745179e+02
6.767676767676767291e+00,2.626262626262626299e+00,1.813337694119451839e+02
6.868686868686868507e+00,2.626262626262626299e+00,1.833879601041728904e+02
6.969696969696969724e+00,2.626262626262626299e+00,1.840885809203219310e+02
7.070707070707070940e+00,2.626262626262626299e+00,1.830349829082533120e+02
7.171717171717171269e+00,2.626262626262626299e+00,1.792495573210131568e+02
7.272727272727272485e+00,2.626262626262626299e+00,1.728291608748972124e+02
7.373737373737373701e+00,2.626262626262626299e+00,1.640544176762424797e+02
7.474747474747474918e+00,2.626262626262626299e+00,1.533040245454642729e+02
7.575757575757575246e+00,2.626262626262626299e+00,1.410266900860818282e+02
7.676767676767676463e+00,2.626262626262626299e+00,1.277093085104467889e+02
7.777777777777777679e+00,2.626262626262626299e+00,1.138445062282712854e+02
7.878787878787878896e+00,2.626262626262626299e+00,9.990054156609589597e+01
7.979797979797979224e+00,2.626262626262626299e+00,8.629603566880679466e+01
8.080808080808081328e+00,2.626262626262626299e+00,7.338126251883291218e+01
8.181818181818181657e+00,2.626262626262626299e+00,6.142685257025480894e+01
8.282828282828281985e+00,2.626262626262626299e+00,5.061989695072850992e+01
8.383838383838384090e+00,2.626262626262626299e+00,4.106669024893648867e+01
8.484848484848484418e+00,2.626262626262626299e+00,3.280079997868772779e+01
8.585858585858586522e+00,2.626262626262626299e+00,2.579483985842338356e+01
8.686868686868686851e+00,2.626262626262626299e+00,1.997425159686147822e+01
8.787878787878787179e+00,2.626262626262626299e+00,1.523153188935042124e+01
8.888888888888889284e+00,2.626262626262626299e+00,1.143962151351129641e+01
8.989898989898989612e+00,2.626262626262626299e+00,8.463536151172393218e+00
9.090909090909089940e+00,2.626262626262626299e+00,6.169700807721631541e+00
9.191919191919192045e+00,2.626262626262626299e+00,4.432799913246498136e+00
9.292929292929292373e+00,2.626262626262626299e+00,3.140238403414524981e+00
9.393939393939394478e+00,2.626262626262626299e+00,2.194508062854515718e+00
9.494949494949494806e+00,2.626262626262626299e+00,1.513866704444003064e+00
9.595959595959595134e+00,2.626262626262626299e+00,1.031775671164827379e+00
9.696969696969697239e+00,2.626262626262626299e+00,6.955210126512599844e-01
9.797979797979797567e+00,2.626262626262626299e+00,4.643853244884392772e-01
9.898989898989899672e+00,2.626262626262626299e+00,3.076593692009984005e-01
1.000000000000000000e+01,2.626262626262626299e+00,2.027005347258471757e-01
0.000000000000000000e+00,2.727272727272727071e+00,2.158557948542441651e-01
1.010101010101010083e-01,2.727272727272727071e+00,3.269415991476797290e-01
2.020202020202020166e-01,2.727272727272727071e+00,4.926436347224006362e-01
3.030303030303030387e-01,2.727272727272727071e+00,7.368157226296312423e-01
4.040404040404040331e-01,2.727272727272727071e+00,1.091804268418986812e+00
5.050505050505050830e-01,2.727272727272727071e+00,1.600491711844221898e+00
6.060606060606060774e-01,2.727272727272727071e+00,2.318389231587851818e+00
7.070707070707070718e-01,2.727272727272727071e+00,3.315560796563390866e+00
8.080808080808080662e-01,2.727272727272727071e+00,4.678074295281439809e+00
9.090909090909090606e-01,2.727272727272727071e+00,6.508593528516615656e+00
1.010101010101010166e+00,2.727272727272727071e+00,8.925663430606704196e+00
1.111111111111111160e+00,2.727272727272727071e+00,1.206121969579145592e+01
1.212121212121212155e+00,2.727272727272727071e+00,1.605589388373586957e+01
1.313131313131313149e+00,2.727272727272727071e+00,2.105180429952709886e+01
1.414141414141414144e+00,2.727272727272727071e+00,2.718273234485314660e+01
1.515151515151515138e+00,2.727272727272727071e+00,3.456188207678892610e+01
1.616161616161616132e+00,2.727272727272727071e+00,4.326778925782378593e+01
1.717171717171717127e+00,2.727272727272727071e+00,5.332934843647592515e+01
1.818181818181818121e+00,2.727272727272727071e+00,6.471130832808658795e+01
1.919191919191919116e+00,2.727272727272727071e+00,7.730188062143595573e+01
2.020202020202020332e+00,2.727272727272727071e+00,9.090424626852865231e+01
2.121212121212121104e+00,2.727272727272727071e+00,1.052336670840677613e+02
2.222222222222222321e+00,2.727272727272727071e+00,1.199215832632683600e+02
2.323232323232323093e+00,2.727272727272727071e+00,1.345274987269333451e+02
2.424242424242424310e+00,2.727272727272727071e+00,1.485586680780807569e+02
2.525252525252525082e+00,2.727272727272727071e+00,1.614966860119493788e+02
2.626262626262626299e+00,2.727272727272727071e+00,1.728291608748971839e+02
2.727272727272727071e+00,2.727272727272727071e+00,1.820838646971614310e+02
2.828282828282828287e+00,2.727272727272727071e+00,1.888622234196818681e+02
2.929292929292929060e+00,2.727272727272727071e+00,1.928688451470620464e+02
3.030303030303030276e+00,2.727272727272727071e+00,1.940016990668885626e+02
3.131313131313131048e+00,2.727272727272727071e+00,1.932894315069331697e+02
3.232323232323232265e+00,2.727272727272727071e+00,1.911535064436933737e+02
3.333333333333333481e+00,2.727272727272727071e+00,1.877135009143899822e+02
3.434343434343434254e+00,2.727272727272727071e+00,1.831455032714421804e+02
3.535353535353535470e+00,2.727272727272727071e+00,1.776686907313737152e+02
3.636363636363636243e+00,2.727272727272727071e+00,1.715293345731359977e+02
3.737373737373737459e+00,2.727272727272727071e+00,1.649838747538237556e+02
3.838383838383838231e+00,2.727272727272727071e+00,1.582827066822086124e+02
3.939393939393939448e+00,2.727272727272727071e+00,1.516561279809662039e+02
4.040404040404040664e+00,2.727272727272727071e+00,1.453035434275162459e+02
4.141414141414140992e+00,2.727272727272727071e+00,1.393865817516067978e+02
4.242424242424242209e+00,2.727272727272727071e+00,1.340263055253956850e+02
4.343434343434343425e+00,2.727272727272727071e+00,1.293042573948203824e+02
